coffee_id,Name,Roaster,Farmer,Region,Country,Elevation,Process,Roast,Varietals,Roaster Notes
351,Hunky Dory,SIght Glass,,,,,,,,"Cocoa, Elderberry, Flan"
352,Colombia,SIght Glass,,,Colombia,,Washed,,,
353,Catalyst,Sir Owlvericks,,,Honduras,1500,Washed,,,"Orange Zest, Cola, Vanilla, Peanut"
354,TIMOR-LESTE LETEFOHO LEBUDU KRIAK,Sisters,Various,Letefoho,Timor,1350,Washed,Medium,Typica | Timor Hybrid,"Brown Sugar, Milk Chocolate, Plum"
355,Cream + Sugar,Slate Coffee Roasters,,Huehuetenango | Las Lajas,Guatemala,,"Pulp Natural, Washed",,"Bourbon, Castillo | Caturra, Catuai, Bourbon","Dark chocolate, toasted almond, brown sugar"
356,Ethiopia Adisu Kidane,Slate Coffee Roasters,Adisu Kidane,Gedeo Zone | Yirgacheffe,Ethiopia,1925,Natural,,Heirloom,
357,Ethiopia Guji Shakiso Natural,Souvenir,Various,Guji,Ethiopia,,Natural,Light,,"Jasmine Tea, Melon Candy, Floral & Delicate"
358,Rwanda Coko Kula,Souvenir,Twongere Kawa Coko & Kula Project,Gakenke District,Rwanda,,Washed,Light,,"Wintermelon Tea, Grass Jelly, Minty & Honey Boba"
359,Decaf La Serrania,Sparrows,,Pitalito - Huila,Colombia,,EA Decaf Process,,Castillo | Caturra | Colombia,"Molasses, Vanilla, Citrus, Rich, Creamy"
360,Ethiopia Dimtu Tero,Sparrows,Getachew Zeleke,Guji Zone,Ethiopia,,Washed,,Heirloom,"Melon, jasmine, meyer lemo, soft acidity, delicate"
361,Torea,Spyhouse,,Borena | Galena | Tore,Ethiopia,,Washed,,Various Native Heirlooms,"Elderflower, peach, sweet tea"
362,Wegida,Square Mile,,Yirgacheffe,Ethiopia,,Washed,,Heirloom Varietals,"Peach, Orange Blossom, Syrupy"
363,Desvelado Decaf,Stamp Act,Acevedo ,Huila,Colombia,1600,Ethyl Acetate,,Colombia | Caturra | Castillo | Tabi,"Almond, Black Cherry, Mandarin Orange"
364,Finca El Arrollo,Stamp Act,Finca El Arrollo,Huehuetenango,Guatemala,1650,Washed,,Caturra,"Honeydew, rose, peach "
365,Easy Does It,Stay Golden,,Huila,Colombia,1650,Washed,Medium,Castillo | Caturra | Colombia,"Ripe Fruit, Brown Sugar, Citrus"
366,Hutwe,Stay Golden,Virunga Coffee Company,Kirumba,Dominican Republic of Congo,1700,Washed,,Bourbon,"Pineapple, Mixed Berries, Sweet"
367,Valle Verde,Stay Golden,,San Ignacio,Peru,1650,Washed,,Caturra | Bourbon | Catimar | Typica,"Apricot, Coffee Cherry, Juicy"
368,Neighbors & Crops,Steady State,Gustavo Parrado,Cundinamarca,Colombia,1650,Natural,,Castillo | Colomba,"Marshmallow, Lemon Verbena, Strawberry Shortcake"
369,Rutsiro Mushonyi,Sterling Coffee Roasters,,Mushonyi,Rwanda,1900,Washed,,Bourbon,Dried Apples & Honey
370,Amigos Del Huila,Street Bean,Amigos del Huila,,Colombia,1750,EA Decaf Process,,Caturra,"Peach, Fruit Salad, Wildflowers"
371,Ines Perafan,Street Bean,Ines Perafan,Meta,Colombia,1600,Washed,,Caturra,"Juicy plum, Chocolate Ganache"
372,La Yerba Women Producers,Street Bean,La Yerba Women Producers,Nayarit,Mexico,900,Natural,,Caturra | Bourbon | Mundo Novo,"Lime, Apricot, Pan Dulce, Tamarind"
373,Roosevelt Blend,Street Bean,Aspoguate & Majomut Cooperative,San Martin Jilotepeque | Los Altos de Chiapas,Blend - Guatemala | Mexico,1300,Washed,,Various,"Muscovado sugar, caramel, stone fruits"
374,Sicobi,Street Bean,,Sierra Sur | Oaxaca,Mexico,,Washed,,80% Pluma (Typica) | 10% Caturra | 10% Mundo Nuovo,
375,Suke Quto,Street Bean,Tesfaye Bekele's Suke Quto Farm & Washing Station,"Guji Zone, Oromia",Ethiopia,2000,Washed,,Kurume | Welicho,"Peach, Jasmine, Blackberry Pastry"
376,Chelchele,Street Bean,,Chelchele,Ethiopia,,,,,"Apricot, Jasmine, Limoncello, Tamarind"
377,Las Lajas,Street Bean,Las Lajas Farm & Mill,Alajuela,Costa Rica,1400,Honey,,Caturra | Catuai | Villa Sarchi,"Dates, Walnuts, Strawberry, Cocoa, Vanilla, Toasted Coconut"
378,Hometown,Sweet Bloom,Various,Various,Various,6060.5,Washed | Natural,,Heirloom,"Cocoa nibs, praline, blackberry"
379,Sun Lamp Decaf,Tandem,,,,,Washed,,Colombia | Castillo | Caturra | Tabi,"Grape jelly, Tropical, Butterscotch"
380,Colombia Decaf,Temple,,,Colombia,,Swiss Water,,,"Milk Chocolate, Cherry, Citrus"
381,Costa Rica Sonora Estate Venecia Honey,Temple,Sonora Estate,,Costa Rica,1250,Honey,,Venecia,"Pear, Hazelnut, Cacao nibs"
382,Akmel Nuri,The Coffee Collective,Akmel Nuri,"Limu Kosa, Jimma",Ethiopia,1850,Natural,,Heirloom,"Full bodied and creamy. Syrupy sweetness. Cantaloupe, dried fruits and French nougat. Organic"
383,Finca Vista Hermosa,The Coffee Collective,Edwin Martinez Pineda,Huehuetenango,Guatemala,1750,Washed,,Red and Yellow Bourbon | Caturra | Pache,
384,Colombia,Thump Coffee Roasters,,,Colombia,,,,,
385,Fazenda Recreio,TimberTrain,,Sao Sebasliao de Grama,Brazil,,Pulp Natural,,Yellow Bourbon,"Orange, peanut butter, milk chocolate"
386,Finca Nueva Linda,TimberTrain,,Concordia Chiapas,Mexico,,Natural,,Catuai,"Berries, wine acidity, caramel, cocoa"
387,Indonesia,Tin Umbrella,,,Indonesia,,,Light Roast,,
388,Carmelita,Tony,,,,,,Medium,,Cocoa and caramel
389,Ethiopia Tega & Tula,Vagrant,,,Ethiopia,,,,,"Blueberry lemon muffin, jasmine tea, juicy"
390,Peru Cenfrocafe,Vagrant,,,Peru,,Natural,,,"Super fragrant, chocolate covered almond, lavender honey, vanilla bean, creamy, balanced, medium bodied"
391,Seabright House Blend,Verve,,Cauca,Colombia,1850,Washed,,Bourbon | Colombia,"Cherry, Marzipan, Clean"
392,Alexander Martinez,Verve,Alexander Martinez,"El Cedral, Santa Barbara",Honduras,1700,Washed,,Bourbon | Pacas,"Pineapple, Cherry, Layered"
393,El Tesoro Tabi,Verve,,,Colombia,,,,,"Grapefruit, Pomegranate, Lasting"
394,Juan Benitez,Verve,,,Honduras,,,,,"Starfruit, Dried Blueberry, Round"
395,Rio Blanco,Verve,,,Colombia,,,,,"Shortbread, Key Lime, Buttery"
396,Yacuanquer,Verve,Narino Municipality,Narino,Colombia,2000,Washed,,Caturra | Colombia | Castillo,"Apricot, Buttercream, Lasting"
397,Denis Teruel,Victrola,,Santa Barbara,Honduras,,Washed,,Pacas | Bourbon,"Toasted almond, cocoa, red apple"
398,Nicaragua Mozonte Finca Un Regalo de Dios El Aserradero,Victrola,Luis Alberto Balladerez,Nueva Segovia,Nicaragua,1650,Honey,,Red Catuai,"Melon, plum, nutmeg, sweet pea, pepper, milk chocolate, toasted rice, herbal"
399,Guatemala,Victrola,Finca Chejoj,Huehuetenango,Guatemala,1700,Washed,,Catuai | Caturra,"Chocolate Roasted Hazelnut, Red Apple"
400,Ethiopia Konga,Westbean,Konga Cooperative,Yirgacheffe,Ethiopia,2100,Washed,,Heirloom,"Peach, Narcissus, Almond Butter, Nougat"
401,Costa Rica Romelia,Westbean,Manual Rojas Arias,Palmichal,Costa Rica,1400,Washed,,Caturra | Catuai,"Milk Chocolate, Butter Pecan, Sweet Pear"
402,Project Congo Muungano,Wonderstate,Muungano Cooperative,Kivu,Dominican Republic of Congo,1800,Washed | Natural,,Bourbon,"Tangerine, Red Current, Spice"
403,Burundi Nemba,Wonderstate,Nemba Washing Station,Kayanza,Burundi,1950,Washed,,Red Bourbon | Jackson,"Meyer Lemon, Apricot, Red Currant"
404,El Salvador El Balsamo Finca Las Nubes,Wrecking Ball,Finca Las Nubes,,El Salvador,,,,,"Orange, Walnut, Chocolate"
